Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
90b0f205-25fa-4129-d0f9-56484b176e32,2002-04-13,,999-49-5936,S99941347,X47167957X,Mr.,Alden634,Nick779,Rolfson709,,,,white,nonhispanic,M,East Bridgewater  Massachusetts  US,15922.09,70997.03
83aa4a5d-0f40-746a-034d-6af01f018621,1995-12-02,,999-10-2614,S99950311,X65324596X,Mr.,Andrea7,,Bosco882,,,M,white,hispanic,M,Danvers  Massachusetts  US,135080.22,550511.92
5875fb4b-38d0-9ff4-c4d1-9113eab85511,2013-07-08,,999-49-1525,,,,Gerardo48,James276,Herzog843,,,,white,nonhispanic,M,Hanover  Massachusetts  US,28524.4,0
8c1e096a-5bed-5d52-4c56-822cb97c9a0f,1999-05-29,,999-97-4747,S99928707,X85576994X,Mr.,Les282,Rashad361,Gutkowski940,,,,white,hispanic,M,Yarmouth  Massachusetts  US,5724.38,93340.96
68c4820f-f92d-f094-731e-eecf378b8bca,1979-03-31,,999-89-4776,S99914726,X37967506X,Mr.,Julio César525,Pedro316,Aguirre875,,,M,black,nonhispanic,M,Guatemala City  Guatemala  GT,162175.53,0
1c30f722-94c8-202a-62b9-6291e9beb2d2,1995-07-26,,999-47-9052,S99964767,X51548709X,Mrs.,Carmel816,Lona294,D'Amore443,,Von197,M,white,nonhispanic,F,Newbury  Massachusetts  US,11804.86,1063410.65
a92abe85-0a8d-e024-f9da-7a3986e4882f,1964-07-25,,999-25-9666,S99955591,X81793288X,Mr.,Claude750,Major265,Stracke611,,,D,white,nonhispanic,M,Fairhaven  Massachusetts  US,478675,325489.83
f58974ad-95f7-5324-171e-a6cbd3b16c23,1966-11-10,,999-51-9554,S99996536,X19100445X,Mr.,Herb645,Nelson403,Leannon79,,,S,white,nonhispanic,M,Raynham Center  Massachusetts  US,130006.76,25743.16
50824a18-4220-516f-2e20-851e67479b2c,1993-01-11,,999-56-6484,S99980859,X1704247X,Mr.,Alec433,Reynaldo722,Leannon79,,,S,white,nonhispanic,M,Amesbury  Massachusetts  US,72100.11,4795.44
4c11c88e-5bd5-029a-e7be-25ad83515931,1978-01-10,,999-94-6723,S99996538,X72623600X,Mr.,Valentine262,Gregg522,Grady603,,,S,white,nonhispanic,M,Rutland  Massachusetts  US,52754.16,48529.89
5d8c0859-32b5-f52f-bccf-75ea66bff2f1,2014-06-19,,999-79-8989,,,,Perry780,Josh874,Miller503,,,,black,nonhispanic,M,Weston  Massachusetts  US,22746.59,1492.88
bcdc4f23-c7c5-c8c9-582f-bc4bb76a05ca,2009-12-08,,999-88-6605,,,,Raphael767,Marco578,Schuppe920,,,,black,hispanic,M,Boston  Massachusetts  US,38505.42,0
a877506d-54bc-d32a-a15c-61be208c5b85,2013-10-13,,999-19-8834,,,,Marcel580,Otis335,Willms744,,,,white,nonhispanic,M,Woburn  Massachusetts  US,32560.24,1122.32
e616d49f-0a44-5790-6dd0-03d41c1cc444,1972-12-11,,999-39-2239,S99945610,X57566446X,Ms.,Chin306,Vania595,Schaefer657,,,S,white,nonhispanic,F,Lyon  Auvergne-Rhone-Alpes  FR,347833.49,636272.03
f27f07ec-c4e2-2054-c96c-3cac26a5c6a4,1968-09-17,,999-93-8646,S99917040,X56760045X,Mrs.,Asley870,Rashida558,Cronin387,,Hermann103,M,white,nonhispanic,F,Salem  Massachusetts  US,144993.1,1386906.45
2b65351f-cc19-886e-1281-bbce70f865dd,1956-10-08,,999-15-8851,S99915369,X38778031X,Mr.,Cletus494,Julian715,Koelpin146,,,D,white,nonhispanic,M,Methuen  Massachusetts  US,396916.58,27209.26
3eac697d-b79d-258a-bedc-394a44e4b71b,1968-02-23,,999-88-6633,S99962569,X32559245X,Mr.,Gayle448,Alfred550,O'Conner199,,,S,white,nonhispanic,M,Southbridge  Massachusetts  US,58889.11,59324.55
5ddae4a3-5958-08d1-ff80-8f158caccbd8,1963-01-21,,999-15-8811,S99968799,X76084712X,Mrs.,Chia293,Manda751,Leannon79,,McCullough561,D,hawaiian,nonhispanic,F,Newton  Massachusetts  US,172559.58,387248.61
3bbe231f-5dd6-d88e-6e53-ab2ecacaba15,1981-05-31,,999-64-4062,S99967092,X11628764X,Mrs.,Reina25,Amal279,Wilkinson796,,Bailey598,M,white,nonhispanic,F,Clinton  Massachusetts  US,331167.55,528344.74
f689a691-0655-bbfc-dc81-4a140750d77b,1968-01-15,2021-12-02,999-13-9459,S99966537,X17097869X,Mr.,Teodoro374,Louie190,Ernser583,,,M,white,nonhispanic,M,Norwood  Massachusetts  US,133809.24,140846.15
a616c90f-aa0a-a26e-8c6d-cd3f4fc992c4,2012-12-20,,999-41-4095,,,,Sergio619,Raúl937,Cardenas331,,,,white,hispanic,M,Bogota  Bogota  CO,44050.1,32066.45
70e76fe3-9c78-c5e6-376d-fbd2fa63b842,1917-01-27,1979-06-02,999-81-9253,S99965063,X74950295X,Mrs.,Christena299,Alleen813,Moore224,,Considine820,D,white,nonhispanic,F,Peabody  Massachusetts  US,554655.85,1105009.83
a8ef8edc-ed2e-183b-67f6-9e685e41273d,1974-02-08,,999-83-2040,S99992651,X39785108X,Ms.,Lindsey52,Ardis509,Mann644,,,S,white,nonhispanic,F,Weymouth  Massachusetts  US,14561.12,999703.95
5e735949-6f6c-0035-7fce-86cea23cd083,1976-12-23,,999-99-2538,S99926991,X5979809X,Mrs.,Dortha70,,Fisher429,,Hauck852,M,white,nonhispanic,F,Revere  Massachusetts  US,512407.39,151226.47
452683f3-7436-8441-be88-7c709155057a,1970-05-19,,999-20-6687,S99982536,X79854052X,Mr.,Eddy900,Marcellus830,Hauck852,,,D,white,nonhispanic,M,Westfield  Massachusetts  US,13957.87,225045.21
42eeff0f-b455-f7eb-01f8-1750dc30f4c3,1974-10-17,,999-95-1324,S99970294,X53724942X,Ms.,Katelin466,Hannah56,Kling921,,,S,white,nonhispanic,F,Leominster  Massachusetts  US,731437.16,127013.55
2f15e7de-f93d-a633-ca82-be7a73732916,1990-04-05,,999-32-2424,S99910276,X2201390X,Mrs.,Maurice742,Manda751,Rodriguez71,,Kshlerin58,M,white,nonhispanic,F,Stoneham  Massachusetts  US,174323.86,519891.7
3cdee840-1f6b-6bc1-85d4-b21c410cdb6f,1968-01-15,,999-94-8700,S99977946,X39134110X,Mr.,Homer307,,Padberg411,,,D,white,nonhispanic,M,Southampton  Massachusetts  US,159411.34,13499.5
f00cee35-16db-51f4-728a-da0249aff710,2019-10-14,,999-55-2667,,,,Barry322,Abraham100,Hahn503,,,,white,nonhispanic,M,Mattapoisett Center  Massachusetts  US,7270.88,4932.89
415943cd-518f-d223-3e52-6d6b2ace1fc9,2022-05-08,,999-76-8061,,,,Rosemarie149,Dorene845,Connelly992,,,,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,634.43,11221.68
50ef3a36-40c2-e62f-dba5-c31960b7a439,1937-07-16,2014-02-02,999-42-6085,S99923786,X56020161X,Mr.,Del587,Alphonse92,Hudson301,,,D,white,nonhispanic,M,Tewksbury  Massachusetts  US,284523.05,363280.09
b022f22d-6089-6908-d144-58b3fabb120e,2017-04-25,,999-67-2109,,,,Barry322,Huey641,Labadie908,,,,white,nonhispanic,M,Gardner  Massachusetts  US,24064.61,3096.61
3d0102a4-b41f-0b54-132a-7682787561be,2004-12-11,,999-13-4046,S99975549,X27492763X,Ms.,Kristine579,,Rolfson709,,,,white,nonhispanic,F,Marseille  Provence-Alpes-Cote d'Azur  FR,62975.79,135049.45
9ca0d429-9bce-7351-bcec-8b2f548e1f8a,1998-06-23,,999-97-4401,S99994732,X30841724X,Mr.,Carroll471,Jerold208,Cassin499,,,,white,nonhispanic,M,Woburn  Massachusetts  US,75906.28,0
7376c718-34e7-8b11-5d7d-2c0d1e54e091,2021-04-08,,999-43-2212,,,,Reyes140,Hai304,Farrell962,,,,white,nonhispanic,M,Lynn  Massachusetts  US,2995.48,10125.25
d9087b00-0112-60d4-3d67-0fd50460542a,1979-08-04,2020-01-01,999-14-3539,S99995609,X35326022X,Mr.,Kent912,,Schaefer657,,,M,white,nonhispanic,M,Longmeadow  Massachusetts  US,9506.56,153921.36
fa1d58ab-788f-d019-97cd-fdc3f9cdc632,1976-05-02,,999-18-1320,S99930582,X6500672X,Mrs.,Leida589,Janyce124,Torphy630,,Legros616,M,white,nonhispanic,F,Northbridge  Massachusetts  US,499998.23,527090.45
0e001e9f-7684-243b-f64f-096488603f7a,1917-01-27,1964-04-22,999-84-2526,S99913700,X13648190X,Mrs.,Dacia646,Jewel43,Rau926,,Sauer652,D,white,nonhispanic,F,Reading  Massachusetts  US,358356.92,91691.98
56c4968a-8506-3fa6-6825-8dfb00a3e3b7,2005-11-21,,999-46-3602,S99938716,,Ms.,Tiana543,Flora200,Pacocha935,,,,white,nonhispanic,F,Gardner  Massachusetts  US,13104.03,179758.43
27169c74-c36a-bf39-0709-9db9a23252dd,1987-07-05,,999-81-6269,S99993411,X18618771X,Mr.,Rickey821,Landon622,Parker433,,,S,white,nonhispanic,M,Topsfield  Massachusetts  US,130898.91,3061.63
e514eb02-1138-3f62-f946-7570f94a8f17,1979-08-04,,999-81-8105,S99920107,X24000134X,Mr.,Darrin898,,Quitzon246,,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,7781.68,108147.21
0f3f1974-c453-11af-00c7-56abf60af7ed,1955-05-28,,999-58-7387,S99951147,X935860X,Mr.,Malik994,Sam879,Emmerich580,,,M,white,nonhispanic,M,Fairhaven  Massachusetts  US,58111.65,756564.24
b3ddd09e-d65c-a098-f6c5-abdd9e389d39,1974-09-02,,999-86-1991,S99924245,X1501539X,Mrs.,Sharmaine326,Micaela928,Waelchi213,,Strosin214,M,white,nonhispanic,F,Malden  Massachusetts  US,297333.41,172542.95
a24b6ca9-8bbd-a36c-b7ef-55d8b3f620a8,1965-01-01,,999-49-1032,S99984865,X38905693X,Mrs.,Laurel943,Leigh689,Zulauf375,,Keebler762,D,white,nonhispanic,F,Winchester  Massachusetts  US,116147.71,1357850.87
a36edee8-36f1-7f0e-36d3-99ef44a9ed2b,1958-12-31,,999-37-8598,S99967924,X54401770X,Mrs.,Mark765,,Gutmann970,,Dooley940,M,white,nonhispanic,F,Springfield  Massachusetts  US,551785.59,1137269.39
19af7841-83d3-0d16-6601-7af76d094ae2,2009-06-21,,999-28-4769,S99985425,,,Cyril535,,Weber641,,,,white,nonhispanic,M,Worcester  Massachusetts  US,2995.86,79660.78
2bf3f8ff-3b7d-307f-3cbe-973c0cb61d72,2001-11-11,,999-68-4844,S99979554,X77351435X,Mr.,Donnie175,,Gerhold939,,,,white,nonhispanic,M,Acushnet  Massachusetts  US,61216.49,8263.37
8cad1afa-a6b7-b754-45fd-d4937a678660,1969-07-17,,999-25-3405,S99940113,X82426324X,Mr.,Joey457,Basil991,Bins636,,,M,asian,nonhispanic,M,Everett  Massachusetts  US,191933.52,0
7c9e3d74-b99c-f042-e41d-144e3a07397f,1937-07-16,2022-06-10,999-91-9132,S99931252,X29624100X,Mr.,Collin529,,Becker968,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,261571.85,187678.08
418098ac-a15a-e8fb-cb19-73f2fe35dd3f,1917-01-27,1974-04-14,999-91-8371,S99925186,X9587527X,Mrs.,Cherryl901,Marketta481,Stoltenberg489,,Cremin516,M,white,nonhispanic,F,Orange  Massachusetts  US,686960.76,679390.49
567010d2-7ac2-238a-c3b5-09f1e65c48bc,1995-10-25,,999-21-9001,S99980860,X75867849X,Mrs.,Asuncion264,Gearldine455,Emmerich580,,McGlynn426,M,white,nonhispanic,F,Sturbridge  Massachusetts  US,417349.08,63071.45
c3b9673d-379b-33fa-a588-ae8ff48ec16b,1976-05-03,,999-58-8237,S99915961,X34392354X,Mr.,Domenic627,Trey250,Haag279,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,173102.52,708219.11
b34e6215-9e6b-8f47-6243-4949a8342d87,2009-08-27,,999-63-2316,,,,Jacque955,Sharon747,Doyle959,,,,black,nonhispanic,F,Arlington  Massachusetts  US,44611.92,12183.25
43fe6145-acbb-dda7-1ab9-136231dbb66a,1970-05-09,,999-75-6078,S99984442,X20743658X,Mr.,Richard937,,Bechtelar572,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,111952.29,143627.31
e4e2ad70-ce1e-9360-a569-81539d9ef5cf,2017-05-16,,999-45-5059,,,,Miquel905,Aubrey96,Bartell116,,,,white,nonhispanic,M,Methuen  Massachusetts  US,13758.56,11135.64
d5c7f0be-25d7-838c-782e-f280723c7073,1990-01-12,,999-85-5984,S99939869,X15740491X,Mr.,Nelson403,Carmine137,Leffler128,,,S,white,nonhispanic,M,Charlton  Massachusetts  US,66177.8,23243.69
a444160f-2110-4319-f7ba-bea452861efe,1974-03-01,,999-94-7533,S99978134,X56242555X,Mrs.,Nancey580,Lise687,Murazik203,,Hegmann834,M,white,nonhispanic,F,Leominster  Massachusetts  US,282309.86,865814.94
d6ea7b15-08b7-dec6-b203-8d5546bc1980,2000-04-13,,999-85-9545,S99977939,X78780912X,Mr.,Gonzalo160,,Schoen8,,,,white,nonhispanic,M,Haverhill  Massachusetts  US,86049.16,10970.78
3ce2707d-fb5e-ebba-e33c-66ed54259d82,1947-09-01,,999-97-4031,S99978199,X184983X,Mr.,Roy364,Frank378,Boyle917,,,M,white,nonhispanic,M,Holbrook  Massachusetts  US,474263.49,597803.98
20597d73-2366-7ca4-6033-3d3a81e5c70c,2000-09-10,,999-49-3786,S99964325,X1333656X,Mr.,Quinn173,Kirby843,Fritsch593,,,,white,nonhispanic,M,Malden  Massachusetts  US,65984.83,0
fc961675-4878-d981-0418-df4d397d5f6b,1987-11-11,,999-46-2073,S99981023,X16513561X,Ms.,Cherrie404,Bettie175,Monahan736,,,S,hawaiian,nonhispanic,F,Fall River  Massachusetts  US,13988.73,724065.48
5c2e44b1-8e5a-1e6d-4180-4ef7ebba8365,1983-10-26,,999-29-5983,S99945974,X80406692X,Ms.,Elenora790,,Pfeffer420,,,S,white,nonhispanic,F,Abington  Massachusetts  US,147746.12,189103.39
4b5fab8f-0463-5cdb-208c-08d4e1658637,1994-03-21,,999-75-7586,S99926056,X85514700X,Mr.,Lucius907,Erik495,Wiegand701,,,M,white,nonhispanic,M,Swansea  Massachusetts  US,16104.63,805063.74
1b1c9450-415b-4207-e452-c1caf9abb228,1967-11-19,,999-26-1092,S99917512,X22323263X,Mr.,Murray856,Dee580,Mohr916,,,W,white,nonhispanic,M,Lowell  Massachusetts  US,145194.93,148055.84
65cd6751-de71-78ec-0c49-0b0f8ace8886,1921-01-20,1997-02-09,999-30-1473,S99941980,X70204479X,Mr.,Jamie386,,Luettgen772,,,M,white,nonhispanic,M,Athol  Massachusetts  US,230554.81,3350967.27
5c7f4fff-6122-6d6c-54b3-e8a3ac2ff714,2008-01-13,,999-84-7100,S99954805,,,Numbers230,Rosie394,Marvin195,,,,white,nonhispanic,F,Lenox  Massachusetts  US,92796.36,609155.61
4089ec82-454e-9fda-e37f-bf62bc13a5b9,1957-06-15,,999-91-6386,S99911812,X78145712X,Mr.,Sergio619,Rafael239,Cervántez278,,,S,white,hispanic,M,Guatemala City  Guatemala  GT,12581,179435.14
0f2a2366-9716-db35-9009-0ec31d443af9,2003-07-19,,999-73-5204,S99972420,X75196520X,Ms.,Rosemary734,Sondra191,McDermott739,,,,white,nonhispanic,F,Fall River  Massachusetts  US,96975.33,128036.32
5d55771e-69ee-54b4-6302-8eaf724097de,2008-06-23,,999-50-4328,S99934000,,,Rex53,Burl285,Funk324,,,,white,nonhispanic,M,Boston  Massachusetts  US,47112.95,6086.04
b21cb14d-c321-9c03-01e3-b9363138cd4a,1917-01-27,,999-58-7076,S99985302,X1958859X,Mrs.,Amanda238,,Paucek755,,Schulist381,W,white,nonhispanic,F,Boston  Massachusetts  US,931937.98,1248478.39
df2156e8-3ae4-400f-c4a0-a9f92abc5ce0,2020-02-11,,999-33-6552,,,,Kendrick479,Clement78,Schaefer657,,,,white,nonhispanic,M,Greenfield  Massachusetts  US,2505.01,21269.66
bccec921-280c-f3dd-d352-ae056e18ad23,1995-03-29,,999-57-9848,S99962760,X55687197X,Mrs.,Cecily421,Kandy733,Grady603,,Runte676,M,asian,hispanic,F,Milton  Massachusetts  US,149762.86,362973.63
bf29ddeb-85ab-067e-9247-7126839f820e,1971-04-21,,999-35-6647,S99935882,X87142163X,Mrs.,Isadora719,Geri861,Swaniawski813,,Nicolas769,M,white,nonhispanic,F,Belmont  Massachusetts  US,15143.48,455297.73
71d2d06e-fe33-c2ae-7912-7af247c5df41,2001-04-19,,999-92-5770,S99962105,X68532803X,Mr.,Orlando897,Dudley365,Romaguera67,,,,white,nonhispanic,M,Pembroke  Massachusetts  US,76415.98,5687.42
883eb889-cbf0-700a-332a-9ae1e11b8a56,1996-04-24,,999-73-1232,S99985955,X74982276X,Mr.,Domingo513,Shelton25,Simonis280,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,76075.14,33235.38
d6e0ffbd-af4c-77b9-f069-79cbbc56d65f,2004-11-12,2016-12-24,999-97-7125,,,,Phil587,Leon728,Robel940,,,,white,nonhispanic,M,Athol  Massachusetts  US,16996.03,35595.25
0ecae7c1-6e51-015a-7713-7bc84743975e,1990-11-08,,999-87-2075,S99975482,X39925444X,Mrs.,Roxanna261,Carmen818,Ryan260,,Runolfsson901,M,white,nonhispanic,F,Everett  Massachusetts  US,511100.58,820773.52
36886372-a703-79d3-0212-3a68829638a3,1994-07-27,,999-33-2506,S99911983,X72759499X,Mr.,Milo271,Timothy142,Nader710,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,66102.98,141333.01
5c73fb36-6214-7d75-4c18-c5b5850490ef,2011-10-21,,999-42-1457,,,,Laquanda221,Leigha840,Cronin387,,,,white,nonhispanic,F,South Amherst  Massachusetts  US,39250.69,13887.86
118d2c5c-005c-7863-0609-a0d6a8961653,1959-01-07,,999-56-1885,S99967176,X84464358X,Mr.,Cecil300,Gregorio366,Renner328,,,M,white,nonhispanic,M,Norfolk  Massachusetts  US,42920.62,431282.56
fafaaf76-ddf5-43c6-ff26-efc5d6e3ccc0,2004-11-12,,999-35-5383,S99952101,X80715298X,Mr.,Emmanuel930,Hubert238,Kunde533,,,,white,nonhispanic,M,Haverhill  Massachusetts  US,59153.4,22279.26
b4861773-a2b9-33bb-e8a1-e004e5bc6aca,2002-06-03,,999-70-4848,S99938275,X87777504X,Mr.,Art115,David908,Schamberger479,,,,black,nonhispanic,M,Plymouth  Massachusetts  US,6419.22,150994.53
8a827d1f-1b36-77a8-7483-6350c83c6111,1969-04-13,,999-90-9682,S99948355,X14684947X,Mr.,Dexter530,Derek111,Parker433,,,S,white,nonhispanic,M,Oxford  Massachusetts  US,191356.09,54127.85
5b556bc8-96a8-a2ff-b6b3-5011e762df49,2003-02-22,,999-50-6760,S99926174,X58431625X,Ms.,Britteny287,Tempie784,Hermann103,,,,white,nonhispanic,F,Ayer  Massachusetts  US,66755.99,8297.48
ede5012c-730b-3afe-3e4a-19db17b04380,2022-01-11,,999-56-6095,,,,Wilber603,Perry780,Bogisich202,,,,white,nonhispanic,M,Amherst Center  Massachusetts  US,8193.77,0
729df30a-7ecf-2e65-a16c-18aa16e2c941,1996-06-12,2001-03-15,999-19-3131,,,,Herbert830,Bert917,Leuschke194,,,,white,nonhispanic,M,Brockton  Massachusetts  US,256279.12,154643.93
7cb21c36-f1ab-a86e-db64-e4676af7ad2c,1953-01-21,,999-77-7836,S99917810,X72088544X,Mr.,Ervin886,,Kling921,,,S,white,nonhispanic,M,Dartmouth  Massachusetts  US,645721.64,639074.15
1f6257e6-6bf7-58db-b90d-12d92f889c7e,1980-09-29,,999-50-1606,S99915285,X43273468X,Mr.,Stewart672,,Denesik803,,,S,white,nonhispanic,M,Holbrook  Massachusetts  US,95582.82,42210.08
12884b86-af75-394b-238b-e1b164e3e59d,2010-12-19,,999-20-6886,,,,Avery919,,Hamill307,,,,white,nonhispanic,M,Chelsea  Massachusetts  US,42832.88,5052.2
2b760108-0a41-f9af-dd14-6d7845a37a4e,2012-05-03,,999-75-7439,,,,Andrés117,Óscar156,Casillas702,,,,white,hispanic,M,Roseau  Saint George  DM,79594.61,0
fc19fa8e-2204-7a3f-843d-09e82e91ab11,2018-11-10,,999-52-1908,,,,Christian753,Porter490,Considine820,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,19841.62,252.86
39a3abd9-5032-e5ff-7c11-fa032c05e788,1957-09-25,,999-48-2543,S99976394,X65601317X,Mrs.,Albertine688,Lorenza655,Green467,,Corkery305,W,white,nonhispanic,F,Gloucester  Massachusetts  US,18571.54,1339166.83
5d9e7e32-da72-3783-5fc4-e09856ea17ed,1976-01-27,2023-03-12,999-62-2282,S99976341,X53789541X,Mrs.,Reagan466,,Padberg411,,Hand679,M,white,nonhispanic,F,Sandwich  Massachusetts  US,14995.42,966791.33
a5d5a775-9ea3-82d3-144e-2649cf571507,1997-04-08,,999-15-4916,S99935810,X9407899X,Mr.,Cyrus914,Vance413,Spinka232,,,M,asian,nonhispanic,M,Wellesley  Massachusetts  US,63124.47,13852.82
91cce16f-f6cb-e3fc-4b5b-e25cc8378eaf,1986-08-11,,999-27-1700,S99974357,X3531382X,Mrs.,Darline247,Louis204,Cruickshank494,,Mosciski958,M,white,nonhispanic,F,Boston  Massachusetts  US,257519.38,1054146.06
e19a4639-568e-761f-4f8c-59ad26f052bb,1996-06-12,,999-41-9685,S99969912,X50754799X,Mr.,Wes853,Doug189,Anderson154,,,M,white,nonhispanic,M,Boston  Massachusetts  US,26062.76,50046.61
4715cdda-b8bb-438c-0cf4-b6af6019a79d,1921-01-20,1987-12-04,999-97-4547,S99918048,X56841629X,Mr.,Philip822,Clifford177,Becker968,,,D,white,nonhispanic,M,Holyoke  Massachusetts  US,687591.07,233688.82
e07a11a3-5627-4cd1-2d8e-169942a569b3,2014-06-30,,999-65-2114,,,,Darell496,Raul814,Kling921,,,,white,nonhispanic,M,Chelmsford  Massachusetts  US,22909.06,724.6
1e88ecbb-0d8e-e220-5459-2fe620a66e8e,1985-05-16,,999-79-6784,S99981840,X21247707X,Mr.,Quentin28,Brandon214,Bins636,,,M,white,nonhispanic,M,Adams  Massachusetts  US,131783.3,605429.29
e43f74e6-e9b5-ba32-f241-0986d36c3537,2014-07-01,,999-29-7232,,,,Kristofer887,Carmen818,Becker968,,,,white,nonhispanic,M,South Dennis  Massachusetts  US,48988.92,58549.52
18ebb069-9962-7963-486b-2b7cd2a662e7,1978-01-04,,999-24-6505,S99928462,X8456824X,Mrs.,Laraine204,,Flatley871,,Hermiston71,M,black,nonhispanic,F,Fall River  Massachusetts  US,803867.18,927912.93
5ce58e5b-1690-3f88-899c-1f2e2888c6b3,1937-07-16,2005-11-01,999-37-1578,S99935891,X9129639X,Mr.,Bob965,,Homenick806,,,M,white,nonhispanic,M,Natick  Massachusetts  US,371639.41,2823071.01
9099c014-fe26-afe6-9d34-76dd88a16339,1976-01-27,,999-22-4564,S99937548,X89604899X,Mrs.,Coretta598,Troy560,West559,,Wolf938,M,white,nonhispanic,F,Woburn  Massachusetts  US,14522.89,1090390.63
1a6562c2-dba1-d893-36c6-66a19bdba0fe,2012-11-20,,999-39-1857,,,,Elma843,Darcel357,Walker122,,,,white,nonhispanic,F,Waltham  Massachusetts  US,2840.16,57194.43
362404fb-cc83-ccb9-33dc-49516fbc64ef,2014-01-13,,999-25-2552,,,,Mendy939,,Berge125,,,,white,nonhispanic,F,Westfield  Massachusetts  US,69341.18,0
3d0872c6-ffe7-31d0-6b9d-2d5eb7816eb0,2024-05-02,,999-69-1837,,,,Richie600,Brendon298,Hermiston71,,,,white,nonhispanic,M,Medford  Massachusetts  US,100,3970.18
4f68bb9f-c653-1bc1-5039-c1041a3a4f08,1929-08-20,1985-10-10,999-65-6313,S99969287,X43179321X,Mr.,Thad495,,Gibson10,,,M,white,nonhispanic,M,Medford  Massachusetts  US,46685.91,602914.8
e06c3d11-d084-3cec-7404-edbee049b37f,1968-03-18,,999-35-1731,S99940782,X63967908X,Mrs.,Shanika235,Cara845,Bosco882,,Altenwerth646,D,white,nonhispanic,F,Salem  Massachusetts  US,471239.82,235209.62
8754a94d-c4b1-7b48-a7f2-a06f5f672a01,1969-05-08,,999-75-1850,S99989662,X17270865X,Mr.,Grady603,Tod265,Morissette863,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,132972.64,36738.1
2f9e6729-9eef-3c9b-859d-63a989e47995,1962-10-19,,999-75-6386,S99919768,X72679343X,Ms.,Elza246,Jackelyn13,Shanahan202,,,S,white,nonhispanic,F,Barnstable  Massachusetts  US,154208.53,534672.05
6d74e9cf-5966-1bb9-928a-9fc99aa9a670,1983-11-29,,999-66-4698,S99960686,X21187184X,Ms.,Karie712,Ji399,Schultz619,,,S,black,nonhispanic,F,Easton  Massachusetts  US,296959.79,876170.97
e3ed7c02-0b8f-c949-5c2e-f4de3ef771c7,1946-12-21,,999-69-5371,S99910868,X77527031X,Mr.,Tommy814,Gail741,Barrows492,,,M,white,nonhispanic,M,Boston  Massachusetts  US,299370.98,868018.43
8d6ed0f0-5044-4860-9f5e-356593be378d,2004-09-16,,999-76-4979,S99964388,X16312744X,Mr.,Carson894,Morris740,Reinger292,,,,white,nonhispanic,M,Somerville  Massachusetts  US,60456.15,2913
a7536db3-11bf-a295-56cd-55e02f0fb128,1965-05-25,,999-44-5195,S99981967,X29181898X,Mrs.,Joi660,Evelia928,Rau926,,Hackett68,M,black,nonhispanic,F,Yarmouth  Massachusetts  US,423252,1200525.5
c7082e55-d991-014c-4513-0a8b0af7696d,1967-04-25,,999-23-8037,S99972627,X88550979X,Mr.,Odell776,,Steuber698,,,W,white,nonhispanic,M,Pepperell  Massachusetts  US,223828.88,126052.97
bd85ed7f-30e0-0e1c-744f-aa2159a7fd89,1918-11-28,1968-02-21,999-38-8170,S99997350,X4832671X,Mrs.,Dorthea49,Leonie332,Johnston597,,Gulgowski816,D,black,nonhispanic,F,Brockton  Massachusetts  US,1077112.29,392274.98
afc0d3c0-24d5-2321-9b09-3abcf04dbad2,1959-06-26,,999-51-7733,S99961074,X43263041X,Mrs.,Monica757,Ali918,Harris789,,Kuhic920,M,native,nonhispanic,F,Wilbraham  Massachusetts  US,229965.4,737713.58
c1ebfd06-4ea8-0410-67d5-f4649264f051,1918-11-28,1921-10-28,999-82-3123,,,,Ilse197,,Hackett68,,,,black,nonhispanic,F,Needham  Massachusetts  US,23998.03,0
6dd7614a-623e-21fe-917c-18caa4d49f8a,2003-11-19,,999-21-7214,S99953889,X38591084X,Ms.,Beryl690,Rosia390,Hudson301,,,,white,nonhispanic,F,Fall River  Massachusetts  US,150320.59,559766.66
29559386-4621-2a4d-6ba3-c1f9a980df72,1973-12-11,,999-34-4491,S99982214,X78114061X,Mr.,Jeramy610,Gaston250,Pacocha935,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,137860.95,39258.4
5143e325-ec79-be00-bb34-cb7039efa36d,1937-07-16,2013-11-10,999-64-8633,S99991543,X72834001X,Mr.,Nathan164,Warner493,Towne435,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,227406.82,69486.38
bf8ded1c-ec8b-f044-706b-def7ec103155,1980-11-02,,999-54-4877,S99955727,X45568015X,Mr.,Reyes140,Kyle55,Murazik203,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,96656.09,23098.56
